#Pos	Sites-1	Sites-2	Sites-3	Sites-4	Sites-5	Sites-6	Sites-7	Sites-8	Sites-9	Sites-10
4327	-130153	-124960	-124269	-137241	-133024	-117817	-116239	-122867	-122966	-122343
4328	-129956	-124890	-124349	-137274	-133131	-117971	-116338	-122826	-122805	-122145
4329	-129874	-124909	-124239	-137382	-133237	-118037	-116441	-122857	-122843	-122063
4330	-129846	-124840	-124238	-137475	-133008	-118215	-116411	-122916	-122868	-122018
4331	-129845	-124775	-124253	-137550	-132865	-118185	-116496	-122967	-122867	-122013
4332	-129778	-124688	-124424	-137743	-132516	-118107	-116711	-123134	-122921	-122030
4333	-129779	-124592	-124458	-137943	-132468	-118119	-116691	-123141	-122909	-121981
4334	-129800	-124427	-124493	-138052	-132366	-118157	-116732	-123130	-122843	-121995
4335	-129812	-124371	-124463	-138161	-132499	-118129	-116930	-123217	-122823	-121914
4336	-129668	-124379	-124395	-138249	-132636	-118312	-116770	-123433	-122733	-121726
4337	-129427	-124426	-124358	-138251	-132665	-118453	-116630	-123561	-122910	-121485
4338	-129395	-124413	-124550	-138141	-132757	-118554	-116391	-123512	-122976	-121349
4339	-129275	-124391	-124535	-138044	-132678	-118547	-116171	-123690	-123048	-121309
4340	-129004	-124540	-124631	-138114	-132666	-118804	-116147	-124008	-123159	-121392
4341	-128832	-124474	-124640	-138067	-132584	-119039	-116128	-124122	-123188	-121338
4342	-128864	-124371	-124481	-138203	-132522	-119249	-116157	-124124	-123325	-121415
4343	-128892	-124305	-124642	-138097	-132514	-119366	-116173	-124117	-123226	-121649
4344	-128759	-124085	-124703	-138038	-132445	-119524	-116012	-124303	-123354	-121773
4345	-128400	-123918	-124667	-137913	-132431	-119777	-116011	-124354	-123500	-121694
4346	-128211	-124011	-124715	-137930	-132275	-119801	-116036	-124227	-123555	-121695
4347	-128119	-124072	-124834	-137843	-132246	-119828	-116103	-123952	-123585	-121770
4348	-128024	-124285	-124896	-137673	-132400	-119894	-116192	-123835	-123515	-121690
4349	-128131	-124352	-125001	-137521	-132525	-119995	-116154	-123646	-123564	-121574
4350	-128208	-124462	-124982	-137417	-132459	-119985	-116105	-123620	-123378	-121399
4351	-128102	-124652	-124908	-137266	-132401	-120069	-116252	-123672	-123087	-121183
4352	-128026	-124605	-124909	-137171	-132397	-120021	-116285	-123717	-123011	-121239
4353	-127948	-124467	-124870	-137220	-132434	-120116	-116268	-124044	-122849	-121289
4354	-127918	-124428	-124731	-137145	-132546	-120258	-116177	-123984	-122772	-121501
4355	-128023	-124177	-124774	-137248	-132702	-120354	-116174	-124098	-122777	-121550
4356	-127907	-123905	-124809	-137369	-132769	-120404	-116119	-124199	-122883	-121545
4357	-127721	-123947	-124776	-137287	-132691	-120433	-116195	-124324	-122906	-121685
4358	-127808	-123985	-124839	-137177	-132752	-120371	-116105	-124493	-122856	-121680
4359	-127911	-123913	-124830	-137135	-132799	-120242	-116072	-124785	-122970	-121609
4360	-128158	-123877	-124782	-137087	-132866	-120181	-116018	-124846	-123086	-121577
4361	-128336	-123911	-124671	-137196	-132948	-120245	-115812	-125002	-123072	-121635
4362	-128492	-123953	-124696	-137103	-132996	-120284	-115823	-125146	-123206	-121703
4363	-128450	-124090	-124679	-137138	-133088	-120413	-115734	-125269	-123173	-121801
4364	-128238	-124134	-124623	-137320	-133078	-120436	-115763	-125197	-123043	-121862
4365	-128025	-124160	-124782	-137410	-133055	-120532	-115827	-125168	-123019	-121912
4366	-128015	-124082	-124779	-137404	-132805	-120524	-115798	-125036	-122893	-121961
4367	-127977	-123902	-124805	-137326	-132819	-120771	-115756	-124951	-122836	-121640
4368	-127994	-123818	-124646	-137456	-132738	-120724	-115693	-124959	-122816	-121601
4369	-128151	-123573	-124681	-137236	-132710	-120837	-115586	-125018	-122826	-121562
4370	-128095	-123596	-124608	-137212	-132879	-120998	-115608	-124842	-122898	-121760
4371	-128025	-123612	-124318	-137005	-132948	-121005	-115600	-124868	-122917	-121736
4372	-128008	-123820	-124242	-137043	-133051	-121088	-115578	-125084	-122859	-121737
4373	-128141	-123793	-124097	-137122	-132976	-121064	-115353	-125211	-122909	-121613
4374	-128094	-123710	-123867	-137426	-132947	-121224	-115397	-125191	-123049	-121551
4375	-128142	-123713	-124072	-137322	-132987	-121387	-115392	-125376	-123037	-121362
4376	-128098	-123663	-124197	-137222	-133100	-121478	-115451	-125391	-123210	-121372
4377	-128275	-123533	-124229	-137068	-133191	-121448	-115436	-125433	-123185	-121377
4378	-128369	-123329	-124087	-137228	-133175	-121380	-115348	-125623	-123108	-121484
4379	-128294	-123318	-124072	-137111	-133125	-121322	-115330	-125660	-123221	-121559
4380	-128291	-123214	-124003	-137236	-133295	-121227	-115345	-125867	-123181	-121756
4381	-128531	-123108	-123821	-137220	-133540	-121217	-115038	-125976	-123194	-121791
4382	-128514	-123141	-123730	-137106	-133553	-121077	-114926	-126161	-123473	-121868
4383	-128444	-122797	-123740	-137036	-133644	-121008	-114705	-126175	-123427	-122044
4384	-128506	-122854	-123570	-136891	-133616	-121093	-114739	-126150	-123434	-122036
4385	-128685	-122551	-123612	-136764	-133514	-121027	-114612	-126077	-123423	-121951
4386	-128718	-122477	-123597	-136560	-133661	-120965	-114488	-126128	-123192	-122073
4387	-128947	-122445	-123466	-136477	-133435	-121043	-114469	-126202	-123000	-122111
4388	-129250	-122281	-123300	-136514	-133324	-121231	-114431	-126161	-122981	-122025
4389	-129406	-122182	-123282	-136479	-133290	-121268	-114366	-126035	-123092	-122248
4390	-129536	-122005	-123441	-136635	-133244	-121248	-114267	-126120	-123062	-122142
4391	-129705	-121921	-123469	-136745	-133345	-121282	-114467	-126291	-123124	-122131
4392	-129997	-121968	-123479	-136844	-133333	-121156	-114400	-126470	-123158	-122035
4393	-130079	-121850	-123673	-136924	-133384	-120927	-114515	-126629	-123224	-122011
4394	-130107	-121735	-123645	-137109	-133334	-120844	-114493	-126646	-123333	-121954
4395	-130108	-121919	-123520	-137146	-133143	-120733	-114598	-126753	-123370	-121890
4396	-130214	-121926	-123648	-137196	-133094	-120899	-114414	-126830	-123138	-121880
4397	-130285	-121863	-123820	-137290	-133103	-120873	-114361	-126857	-122943	-121624
4398	-130415	-121824	-123879	-137232	-133239	-120873	-114184	-126820	-122776	-121552
4399	-130400	-121605	-124012	-136958	-133424	-120903	-114043	-126700	-122609	-121554
4400	-130407	-121572	-124054	-136938	-133472	-120895	-113984	-126632	-122434	-121497
4401	-130541	-121686	-124161	-136881	-133303	-120788	-114107	-126515	-122485	-121467
4402	-130412	-121716	-124248	-136726	-133225	-120675	-114124	-126582	-122612	-121508
4403	-130507	-121760	-124047	-136722	-133123	-120700	-114147	-126725	-122732	-121415
4404	-130509	-121669	-123870	-136742	-132949	-120725	-113989	-126651	-122770	-121302
4405	-130517	-121692	-123856	-136669	-132921	-120594	-114040	-126687	-122754	-121113
4406	-130490	-121675	-123936	-136500	-132923	-120634	-114040	-126416	-122891	-120939
4407	-130457	-121558	-123948	-136382	-132823	-120561	-114090	-126419	-122921	-120796
4408	-130464	-121247	-123970	-136252	-132825	-120404	-114208	-126353	-122896	-120906
4409	-130331	-121049	-124028	-136113	-132734	-120271	-114225	-126342	-122722	-120967
4410	-130287	-120776	-123873	-136275	-132684	-120189	-114433	-126154	-122836	-120815
4411	-130518	-120804	-123752	-136222	-132740	-120251	-114431	-126071	-122914	-120771
4412	-130790	-120812	-123696	-136338	-132730	-120332	-114420	-126006	-122964	-120837
4413	-130888	-120458	-123641	-136285	-132895	-120245	-114510	-125830	-122982	-121045
4414	-131223	-120374	-123705	-136377	-132765	-120350	-114485	-125947	-122975	-121052
4415	-131448	-120441	-123671	-136330	-132868	-120197	-114577	-125956	-123024	-120910
4416	-131498	-120300	-123566	-136309	-132716	-120093	-114717	-126177	-123088	-120865
4417	-131775	-120242	-123300	-136188	-132763	-120017	-114786	-126101	-122946	-120908
4418	-131848	-120257	-123344	-136391	-132859	-119901	-114757	-126123	-122856	-121084
4419	-131734	-120351	-123345	-136374	-132837	-119861	-114742	-126089	-122692	-121134
4420	-131913	-120298	-123333	-136503	-132805	-119692	-114665	-126102	-122529	-121376
4421	-131771	-120501	-123259	-136533	-132808	-119545	-114665	-125991	-122525	-121579
4422	-131827	-120641	-123205	-136416	-132432	-119593	-114692	-125968	-122612	-121701
4423	-131911	-120649	-123279	-136355	-132560	-119401	-114676	-126236	-122658	-121849
4424	-132054	-120617	-123230	-136128	-132437	-119363	-114580	-126091	-122649	-122232
4425	-132119	-120724	-123192	-136166	-132322	-119221	-114590	-125936	-122771	-122408
4426	-132201	-120710	-123113	-136244	-132294	-119081	-114799	-125801	-122897	-122318
4427	-132153	-120776	-123017	-136306	-132143	-118904	-114703	-125704	-122869	-122218
4428	-132290	-120842	-122990	-136204	-132102	-118809	-114880	-125551	-122939	-122270
4429	-132394	-120998	-122920	-136059	-131906	-118773	-115106	-125252	-122901	-122426
4430	-132515	-120988	-122927	-136143	-131779	-118818	-115354	-125147	-122940	-122482
4431	-132580	-120949	-123024	-136139	-131642	-118900	-115557	-125191	-123023	-122625
4432	-132661	-120960	-123234	-136275	-131752	-119194	-115654	-125260	-123033	-122715
4433	-132568	-121186	-123296	-136227	-131845	-119203	-115814	-125179	-122955	-122813
4434	-132666	-121262	-123480	-136402	-131978	-119163	-115858	-125048	-122804	-122827
4435	-132673	-121106	-123578	-136502	-132408	-119216	-115811	-124930	-123002	-122917
4436	-132727	-121216	-123508	-136600	-132576	-119122	-115627	-124785	-123081	-122848
4437	-132818	-121247	-123526	-136485	-132725	-119109	-115630	-124709	-123155	-123055
4438	-132739	-121378	-123504	-136410	-132794	-119148	-115600	-124615	-123228	-123275
4439	-132700	-121433	-123684	-136345	-132675	-119022	-115832	-124610	-123303	-123517
4440	-132708	-121454	-123605	-136209	-132696	-119017	-115652	-124500	-123217	-123673
4441	-132727	-121450	-123519	-135983	-132610	-118992	-115675	-124187	-123209	-123624
4442	-132755	-121398	-123634	-135917	-132563	-118974	-115664	-124130	-123248	-123781
4443	-132599	-121474	-123560	-136012	-132875	-118993	-115736	-124192	-123416	-123698
4444	-132529	-121500	-123364	-136148	-132985	-118962	-115886	-124071	-123576	-123810
4445	-132516	-121292	-123200	-136207	-132966	-119007	-116147	-124063	-123623	-124093
4446	-132550	-121375	-123137	-136398	-132988	-118940	-116387	-123862	-123632	-124166
4447	-132789	-121425	-123133	-136287	-132870	-118719	-116559	-123762	-123841	-124520
4448	-132881	-121368	-123293	-136152	-132757	-118615	-116530	-123522	-123956	-124641
4449	-132950	-121505	-123318	-136167	-132884	-118452	-116422	-123296	-124111	-124813
4450	-132904	-121713	-123434	-136125	-132799	-118291	-116309	-123108	-124085	-124864
4451	-132966	-121842	-123130	-136037	-132802	-118315	-116166	-122857	-124136	-124879
4452	-132829	-121734	-123084	-135934	-132953	-118341	-115991	-122915	-124088	-124965
4453	-132836	-121621	-123121	-135794	-133070	-118374	-115896	-122894	-124080	-124852
4454	-132727	-121665	-123390	-135884	-133070	-118414	-115790	-122943	-124195	-124860
4455	-132834	-121805	-123322	-135953	-132912	-118403	-115842	-122836	-124367	-125077
4456	-133035	-121847	-123370	-136024	-133132	-118314	-115929	-122654	-124482	-124961
4457	-132900	-121824	-123268	-136314	-133162	-118226	-116015	-122669	-124510	-125058
4458	-132947	-121935	-123432	-136415	-133151	-118282	-116210	-122740	-124793	-125307
4459	-133162	-121931	-123493	-136630	-133142	-118164	-116256	-122646	-124778	-125343
4460	-133009	-122171	-123429	-136675	-133155	-118020	-116392	-122468	-124951	-125487
4461	-132763	-122315	-123507	-136697	-133174	-117882	-116227	-122561	-124865	-125528
4462	-132577	-122459	-123680	-136601	-133007	-117922	-116208	-122594	-124762	-125337
4463	-132664	-122569	-123575	-136647	-133160	-117786	-116526	-122670	-124744	-124949
4464	-132698	-122809	-123571	-136846	-133354	-117608	-116674	-122873	-124807	-124767
4465	-132765	-122996	-123479	-136946	-133581	-117457	-116624	-122984	-124678	-124694
4466	-132828	-123125	-123473	-137083	-133695	-117494	-116615	-123161	-124406	-124496
4467	-133039	-123126	-123447	-137220	-133715	-117535	-116462	-123352	-124407	-124489
4468	-133109	-123146	-123316	-137293	-133709	-117497	-116415	-123312	-124504	-124550
4469	-133046	-123043	-123521	-137452	-133778	-117500	-116379	-123305	-124690	-124730
4470	-133020	-123045	-123537	-137561	-133926	-117465	-116406	-123493	-124831	-124764
4471	-133285	-123223	-123665	-137843	-133812	-117487	-116272	-123303	-124970	-124703
4472	-133183	-123333	-123665	-137977	-133810	-117471	-116215	-123250	-125099	-124548
4473	-133147	-123372	-123735	-138240	-133776	-117518	-116267	-123411	-125249	-124508
4474	-132842	-123678	-123833	-138444	-133872	-117617	-116287	-123603	-125223	-124415
4475	-132870	-123948	-123860	-138261	-133866	-117491	-116267	-123715	-125272	-124306
4476	-133003	-124029	-123860	-138305	-133933	-117468	-116268	-123732	-125183	-124336
4477	-132964	-124100	-123866	-138355	-133820	-117486	-116366	-123748	-125188	-124307
4478	-132927	-124118	-123791	-138272	-133768	-117569	-116316	-123675	-125167	-124495
4479	-132821	-124197	-123677	-138396	-133717	-117806	-116214	-123764	-125315	-124556
4480	-132719	-124198	-123695	-138414	-133794	-117778	-116156	-123656	-125484	-124385
4481	-132818	-124158	-123639	-138574	-133846	-117848	-116123	-123629	-125386	-124388
4482	-132827	-124223	-123829	-138669	-133800	-117951	-116143	-123770	-125359	-124353
4483	-132796	-124306	-123874	-138659	-133880	-117926	-116164	-123806	-125540	-124345
4484	-132879	-124311	-123685	-138640	-133826	-118066	-116234	-123710	-125492	-124246
4485	-132751	-124579	-123648	-138706	-133809	-118270	-116243	-123808	-125654	-124236
4486	-132783	-124752	-123700	-138784	-133823	-118330	-116305	-124028	-125631	-124240
4487	-133010	-124938	-123949	-138856	-134014	-118510	-116275	-124107	-125545	-124308
4488	-133034	-125129	-123912	-138980	-134079	-118387	-116437	-124292	-125560	-124267
4489	-133041	-125290	-123977	-139126	-133871	-118252	-116505	-124517	-125481	-123940
4490	-133178	-125297	-124253	-139466	-133728	-118231	-116473	-124510	-125521	-124012
4491	-133208	-125172	-124370	-139451	-133555	-118235	-116455	-124618	-125682	-124037
4492	-133296	-125134	-124607	-139393	-133386	-118155	-116534	-124604	-125780	-124213
4493	-133362	-125194	-124817	-139332	-133433	-118092	-116547	-124776	-125668	-124196
4494	-133261	-125231	-124825	-139203	-133468	-118236	-116741	-124734	-125957	-124267
4495	-133113	-125299	-124711	-139275	-133551	-118425	-116720	-124702	-126048	-124328
4496	-133054	-125450	-124669	-139293	-133482	-118547	-116844	-124715	-126110	-124320
4497	-132922	-125615	-124786	-139408	-133537	-118647	-116896	-124789	-126128	-124053
4498	-133089	-125585	-125002	-139642	-133527	-118892	-116850	-124869	-126193	-123891
4499	-133068	-125725	-125183	-139634	-133525	-118889	-116937	-124822	-126192	-123786
4500	-132815	-125871	-125314	-139754	-133404	-119057	-117257	-124947	-126109	-123585
4501	-132756	-125953	-125296	-139981	-133374	-119206	-117510	-124854	-125944	-123534
4502	-132817	-126140	-125263	-140122	-133360	-119218	-117763	-125013	-125871	-123550
4503	-132873	-126112	-125429	-140006	-133412	-119427	-117688	-125024	-125785	-123473
4504	-132638	-126178	-125668	-139875	-133434	-119659	-117749	-125065	-125810	-123521
4505	-132613	-126130	-125787	-139814	-133327	-119756	-117867	-125171	-126011	-123450
4506	-132504	-126130	-125921	-139739	-133443	-119806	-117873	-125130	-126200	-123361
4507	-132334	-126132	-125941	-139590	-133288	-119827	-117833	-125245	-126454	-123332
4508	-132375	-126276	-126057	-139480	-133149	-119986	-117800	-125190	-126496	-123160
4509	-132300	-126248	-126170	-139318	-133165	-120118	-117659	-125339	-126589	-123128
4510	-132036	-126344	-126086	-139285	-133149	-120247	-117532	-125337	-126738	-122951
4511	-131893	-126263	-126102	-139140	-133099	-120328	-117482	-125278	-126685	-122914
4512	-131722	-126251	-126141	-139148	-132926	-120393	-117301	-125318	-126615	-123085
4513	-131433	-126126	-126108	-139180	-133028	-120464	-117170	-125325	-126454	-123262
4514	-131263	-125962	-126276	-139241	-133154	-120638	-117039	-125396	-126442	-123271
4515	-131175	-126051	-126330	-139138	-133218	-120628	-117149	-125261	-126658	-123323
4516	-131068	-126198	-126462	-139097	-133399	-120482	-117209	-125182	-126825	-123403
4517	-130902	-126051	-126599	-139210	-133301	-120577	-117234	-125219	-127034	-123484
4518	-131019	-126062	-126444	-139305	-133402	-120549	-117319	-125543	-127310	-123428
4519	-131014	-125966	-126344	-139154	-133359	-120544	-117587	-125578	-127411	-123503
4520	-130804	-125970	-126369	-139152	-133381	-120592	-117682	-125534	-127673	-123770
4521	-130894	-125931	-126302	-139063	-133505	-120631	-117598	-125465	-127528	-123784
4522	-130700	-125791	-126237	-139070	-133458	-120785	-117624	-125399	-127429	-123891
4523	-130596	-125632	-126233	-138956	-133499	-120976	-117615	-125495	-127408	-123938
4524	-130401	-125603	-125947	-138898	-133586	-121219	-117674	-125471	-127464	-123826
4525	-130500	-125676	-125964	-138879	-133616	-121399	-117613	-125628	-127330	-123722
4526	-130603	-125704	-126033	-138849	-133644	-121415	-117405	-125764	-127081	-123747
4527	-130584	-125851	-125998	-138849	-133736	-121546	-117146	-125829	-126834	-123612
4528	-130505	-125956	-125982	-138883	-133750	-121779	-117152	-125966	-126853	-123651
4529	-130574	-126172	-126142	-138731	-133765	-121999	-117042	-126181	-126614	-123895
4530	-130571	-126103	-126309	-138743	-133709	-121907	-117046	-126183	-126388	-124045
4531	-130358	-126197	-126391	-138698	-133713	-121756	-117119	-126240	-126110	-124207
4532	-130446	-126457	-126456	-138682	-133554	-121619	-117044	-126336	-126040	-124309
4533	-130241	-126480	-126300	-138669	-133666	-121525	-117029	-126337	-125988	-124357
4534	-130009	-126309	-126194	-138491	-133577	-121402	-117073	-126293	-125999	-124380
4535	-129824	-126273	-126133	-138438	-133607	-121462	-116880	-126200	-125831	-124462
4536	-129723	-126279	-126160	-138373	-133654	-121463	-116573	-126273	-125868	-124394
4537	-129782	-126351	-126216	-138135	-133661	-121630	-116462	-126463	-125830	-124412
4538	-129842	-126245	-126337	-138117	-133695	-121570	-116530	-126672	-125869	-124442
4539	-129759	-126283	-126446	-138004	-133937	-121794	-116439	-126618	-126037	-124385
4540	-129732	-126133	-126417	-137884	-134060	-121990	-116323	-126908	-125913	-124356
4541	-129759	-125977	-126566	-137910	-134091	-121977	-116377	-126877	-125736	-124325
4542	-129947	-125962	-126450	-137997	-134095	-122043	-116524	-126667	-125728	-124351
4543	-130000	-125998	-126375	-138143	-134315	-121913	-116629	-126604	-125666	-124343
4544	-130123	-125870	-126432	-138206	-134308	-121817	-116816	-126616	-125530	-124517
4545	-130071	-125926	-126467	-138063	-134366	-121788	-116807	-126565	-125324	-124508
4546	-130094	-125992	-126386	-137971	-134392	-121718	-116833	-126552	-125248	-124567
4547	-130064	-125946	-126471	-138137	-134411	-121654	-116625	-126753	-125220	-124783
4548	-129983	-125847	-126258	-138045	-134855	-121615	-116556	-126955	-125321	-124689
4549	-129935	-125852	-126461	-137794	-135038	-121663	-116297	-127080	-125340	-124839
4550	-129703	-125962	-126344	-137735	-135112	-121694	-116179	-127258	-125129	-124932
4551	-129712	-126052	-126060	-137627	-135104	-121614	-116253	-127195	-125262	-124917
4552	-129831	-125964	-126214	-137662	-135133	-121558	-116269	-127256	-125226	-124758
4553	-130019	-125829	-126045	-137663	-135063	-121530	-116188	-127189	-125220	-124741
4554	-130128	-125719	-125708	-137582	-134957	-121592	-116218	-127324	-125300	-124640
4555	-130061	-125531	-125626	-137432	-135132	-121757	-116264	-127390	-125283	-124800
4556	-130059	-125589	-125404	-137422	-135127	-121780	-116445	-127500	-125131	-124707
4557	-130124	-125573	-125295	-137518	-135349	-121788	-116333	-127689	-125208	-124692
4558	-130230	-125712	-125213	-137588	-135606	-121971	-116051	-127610	-125060	-124460
4559	-130217	-125571	-125278	-137619	-135587	-121890	-116199	-127639	-124972	-124346
4560	-130174	-125591	-125339	-137780	-135573	-121908	-116130	-127673	-124920	-124421
4561	-130343	-125783	-125371	-137851	-135498	-122033	-116148	-127497	-125022	-124319
4562	-130694	-125732	-125528	-137802	-135471	-121930	-116141	-127385	-124930	-124284
4563	-130832	-125740	-125634	-137643	-135453	-121943	-116062	-127184	-124781	-124251
4564	-130847	-125511	-125507	-137666	-135611	-121863	-116105	-127062	-124837	-124264
4565	-130982	-125536	-125448	-137780	-135672	-121813	-116027	-127297	-124689	-124263
4566	-130779	-125623	-125544	-137813	-135778	-121846	-115935	-127434	-124581	-124222
4567	-130833	-125719	-125499	-137793	-136054	-121929	-116074	-127606	-124309	-124166
4568	-130918	-125465	-125516	-137854	-136172	-121870	-115985	-127544	-124225	-124162
4569	-131189	-125141	-125428	-138014	-136165	-122093	-116236	-127655	-124172	-124127
4570	-131367	-125036	-125701	-138136	-136235	-122085	-116553	-127754	-124176	-124272
4571	-131602	-125175	-125619	-138347	-136086	-122102	-116787	-127702	-124169	-124325
4572	-131617	-125269	-125629	-138643	-136037	-122137	-116695	-127579	-124310	-124254
4573	-131697	-125277	-125559	-138524	-136164	-122115	-116616	-127621	-124450	-124287
4574	-131512	-125251	-125610	-138403	-136156	-122155	-116604	-127865	-124397	-124144
4575	-131402	-125171	-125620	-138521	-136058	-121967	-116584	-127994	-124402	-124155
4576	-131193	-125241	-125791	-138638	-136118	-121943	-116514	-127887	-124605	-124260
4577	-131249	-125280	-125743	-138477	-136058	-121827	-116334	-127673	-124479	-124127
4578	-131197	-125167	-125734	-138339	-135969	-121606	-116286	-127625	-124464	-124177
4579	-131400	-125184	-125840	-138352	-135909	-121571	-116215	-127650	-124339	-124160
4580	-131655	-125188	-125836	-138380	-135710	-121562	-116317	-127534	-124344	-124230
4581	-131709	-124984	-125835	-138415	-135884	-121537	-116507	-127556	-124395	-124378
4582	-131911	-124960	-125863	-138455	-135704	-121562	-116456	-127502	-124243	-124713
4583	-131957	-124941	-125919	-138415	-135442	-121419	-116519	-127445	-124201	-125078
4584	-131830	-124798	-126011	-138421	-135185	-121422	-116609	-127278	-124350	-125074
4585	-131766	-124605	-125968	-138536	-135240	-121458	-116684	-127294	-124488	-125151
4586	-131778	-124644	-125898	-138598	-135089	-121416	-116610	-127321	-124465	-125093
4587	-131918	-124616	-125834	-138624	-134908	-121433	-116564	-127286	-124492	-125101
4588	-132015	-124445	-125732	-138638	-134864	-121487	-116542	-127275	-124270	-125153
4589	-132261	-124350	-125766	-138662	-134814	-121578	-116530	-127159	-124493	-125145
4590	-132292	-124273	-125677	-138341	-134568	-121730	-116724	-127122	-124545	-125288
4591	-132699	-124242	-125669	-138206	-134515	-121696	-116712	-127063	-124612	-125380
4592	-132849	-124223	-125700	-138065	-134639	-121655	-116827	-127111	-124614	-125474
4593	-133011	-124188	-125661	-137993	-134632	-121356	-116815	-126898	-124563	-125470
4594	-133046	-124114	-125576	-137963	-134436	-121281	-116968	-126964	-124352	-125566
4595	-132996	-124118	-125596	-137820	-134451	-121167	-117129	-127092	-124279	-125454
4596	-133038	-124129	-125482	-137688	-134374	-121204	-117165	-127209	-124250	-125488
4597	-133063	-124113	-125425	-137558	-134235	-121217	-117200	-127205	-124267	-125365
4598	-133132	-123997	-125579	-137386	-134198	-121240	-117297	-127129	-124307	-125415
4599	-133223	-123844	-125627	-137397	-134014	-121302	-117230	-127230	-124401	-125725
4600	-133286	-123745	-125708	-137339	-133826	-121357	-117201	-127235	-124614	-125821
4601	-133408	-123701	-125763	-137321	-133625	-121195	-117289	-127137	-124789	-125894
4602	-133320	-123598	-125893	-137435	-133383	-121111	-117357	-127087	-124743	-126133
4603	-133528	-123709	-125895	-137500	-133494	-120876	-117384	-127067	-124814	-126250
4604	-133881	-123501	-126057	-137503	-133448	-120797	-117373	-127124	-124987	-126363
4605	-133984	-123618	-125895	-137406	-133291	-120590	-117521	-127094	-125075	-126673
4606	-133960	-123342	-125812	-137438	-133315	-120470	-117550	-127128	-125200	-126884
4607	-134234	-123298	-125729	-137384	-133381	-120637	-117571	-127015	-125147	-126896
4608	-134346	-123342	-125888	-137230	-133367	-120659	-117397	-126974	-125269	-126967
4609	-134487	-123263	-125820	-137124	-133317	-120565	-117470	-126773	-125222	-127094
4610	-134461	-123108	-125763	-137240	-133309	-120525	-117424	-126625	-125104	-127162
4611	-134429	-123191	-125766	-137300	-133443	-120550	-117513	-126433	-125096	-127114
4612	-134264	-123270	-125798	-137164	-133541	-120553	-117430	-126290	-125101	-127141
4613	-134106	-123320	-125715	-137145	-133476	-120508	-117323	-126292	-124974	-127212
4614	-134240	-123290	-125738	-137348	-133319	-120366	-117347	-126212	-124957	-127106
4615	-134254	-123276	-125734	-137360	-133424	-120297	-117473	-126037	-124756	-127156
4616	-134099	-123115	-125659	-137383	-133499	-120330	-117390	-126005	-124718	-127131
4617	-134078	-123135	-125553	-137240	-133510	-120269	-117626	-125995	-124721	-127276
4618	-134177	-123050	-125432	-137095	-133302	-120291	-117512	-125869	-124619	-127453
4619	-134256	-122725	-125493	-136929	-133227	-120267	-117260	-125629	-124551	-127523
4620	-134394	-122637	-125540	-137034	-133273	-120263	-117059	-125430	-124558	-127426
4621	-134390	-122514	-125473	-137152	-133246	-120239	-116863	-125235	-124539	-127387
4622	-134246	-122684	-125457	-137266	-133239	-120062	-116922	-125363	-124442	-127434
4623	-134333	-122646	-125398	-137433	-133323	-119843	-116996	-125299	-124534	-127494
4624	-134139	-122686	-125374	-137488	-133519	-119899	-116889	-125200	-124632	-127617
4625	-134097	-122538	-125314	-137396	-133687	-119830	-116797	-125287	-124749	-127829
4626	-134345	-122601	-125253	-137493	-133752	-119845	-116895	-125246	-124721	-127939
4627	-134505	-122761	-125178	-137563	-133794	-119925	-116896	-125349	-124796	-128158
4628	-134633	-122853	-125023	-137763	-133826	-119776	-116992	-125166	-124639	-128500
4629	-134668	-122775	-125002	-137957	-133804	-119745	-117123	-124947	-124397	-128595
4630	-134652	-122727	-125053	-138110	-133922	-119763	-117178	-124938	-124298	-128554
4631	-134795	-122656	-125096	-137989	-134101	-119727	-117283	-124855	-124507	-128480
4632	-134844	-122636	-125136	-138040	-134069	-119664	-117487	-125043	-124581	-128344
4633	-134897	-122444	-124995	-138005	-133937	-119598	-117690	-125022	-124578	-128512
4634	-135018	-122432	-124955	-137970	-134105	-119648	-117855	-125023	-124725	-128470
4635	-134993	-122439	-124795	-137968	-134072	-119642	-117833	-125180	-124726	-128361
4636	-134917	-122559	-124809	-137737	-134165	-119512	-117897	-125209	-124596	-128266
4637	-134864	-122815	-124675	-137584	-134238	-119328	-118028	-125360	-124541	-128192
4638	-134973	-122807	-124544	-137562	-134336	-119285	-117927	-125253	-124449	-128074
4639	-134982	-122877	-124439	-137572	-134397	-119504	-117729	-125357	-124431	-127958
4640	-135135	-122836	-124418	-137754	-134273	-119484	-117801	-125327	-124473	-127977
4641	-135416	-123158	-124347	-137954	-134373	-119494	-117526	-125424	-124530	-127989
4642	-135591	-123351	-124259	-138144	-134433	-119549	-117481	-125564	-124601	-127919
4643	-135671	-123313	-124293	-138209	-134404	-119417	-117446	-125627	-124739	-128071
4644	-135588	-123292	-124334	-138241	-134309	-119325	-117551	-125604	-124768	-128064
4645	-135705	-123271	-124447	-138369	-134389	-119508	-117711	-125344	-124927	-127990
4646	-135747	-123245	-124613	-138416	-134430	-119552	-117886	-125131	-125124	-128085
4647	-135687	-123637	-124776	-138552	-134440	-119389	-117837	-125062	-125405	-128126
4648	-135417	-123786	-124918	-138624	-134696	-119420	-117760	-124960	-125918	-127985
4649	-135193	-124132	-125017	-138701	-134699	-119344	-117763	-125147	-126279	-127773
4650	-135177	-124240	-124849	-138685	-134595	-119145	-117678	-125274	-126424	-127556
