#Pos	Sites-1	Sites-2	Sites-3	Sites-4	Sites-5	Sites-6	Sites-7	Sites-8	Sites-9	Sites-10
4651	-135090	-124360	-124712	-138700	-134327	-119139	-117595	-125318	-126533	-127397
4652	-134983	-124558	-124698	-138847	-134187	-119266	-117722	-125524	-126454	-127537
4653	-134950	-124912	-124645	-139058	-134020	-119482	-117838	-125732	-126383	-127570
4654	-134926	-125124	-124727	-139200	-134001	-119627	-117937	-125923	-126439	-127652
4655	-134822	-125453	-124723	-139191	-133810	-119678	-118059	-125973	-126243	-127587
4656	-134805	-125739	-124681	-139367	-133901	-119744	-118186	-125808	-126302	-127540
4657	-134854	-126115	-124873	-139244	-133817	-119860	-118224	-125663	-126251	-127422
4658	-134840	-126227	-124809	-139260	-133693	-119803	-118330	-125774	-126138	-127310
4659	-134858	-126417	-124956	-139386	-133583	-119749	-118379	-125724	-126397	-127547
4660	-134540	-126664	-124786	-139295	-133517	-119800	-118335	-125889	-126471	-127544
4661	-134315	-126796	-124821	-139317	-133512	-119958	-118232	-126035	-126519	-127584
4662	-134233	-126966	-124860	-139430	-133556	-120172	-118171	-126217	-126527	-127511
4663	-134151	-127146	-124777	-139369	-133609	-120387	-118046	-126207	-126625	-127220
4664	-134149	-127218	-124720	-139506	-133724	-120585	-117871	-126284	-126784	-127278
4665	-134361	-127264	-124927	-139467	-133797	-120845	-117965	-126450	-127107	-127284
4666	-134367	-127377	-125114	-139467	-133805	-121082	-117990	-126529	-127081	-127150
4667	-134305	-127443	-125151	-139633	-133479	-121157	-117943	-126533	-127147	-127213
4668	-134219	-127382	-124908	-139905	-133428	-121283	-117929	-126506	-127022	-127228
4669	-134169	-127487	-124949	-139925	-133364	-121238	-118005	-126276	-127243	-127084
4670	-133930	-127764	-125191	-139960	-133421	-121205	-117833	-126252	-127227	-126957
4671	-133962	-127831	-125203	-140028	-133475	-121333	-117805	-126066	-127167	-126883
4672	-133824	-127747	-125182	-140129	-133564	-121338	-117787	-126155	-127244	-126832
4673	-133720	-128059	-125310	-140246	-133575	-121482	-117727	-126121	-127408	-126798
4674	-133779	-128238	-125685	-140400	-133262	-121636	-117834	-126200	-127489	-126817
4675	-133699	-128221	-125877	-140361	-133389	-121673	-117862	-126195	-127507	-126877
4676	-133598	-128458	-125927	-140477	-133325	-121697	-118010	-126348	-127450	-126765
4677	-133545	-128417	-125919	-140442	-133366	-121837	-118009	-126462	-127704	-126789
4678	-133593	-128460	-125703	-140289	-133441	-121883	-118103	-126580	-127766	-126808
4679	-133521	-128440	-125810	-140161	-133348	-121755	-118032	-126473	-127841	-126732
4680	-133364	-128278	-126008	-140273	-133225	-121748	-117958	-126530	-127792	-126597
4681	-133288	-128117	-126150	-140515	-133060	-121830	-117914	-126534	-127938	-126775
4682	-133203	-128118	-126189	-140869	-133081	-121868	-117818	-126620	-127812	-126662
4683	-133251	-128149	-126343	-141107	-133187	-122177	-117774	-126694	-127688	-126706
4684	-133044	-128032	-126337	-141073	-133172	-122545	-117984	-126683	-127697	-126478
4685	-133022	-128104	-126489	-141138	-133181	-122605	-118047	-126638	-127762	-126460
4686	-132917	-128213	-126714	-141153	-133225	-122711	-118008	-126664	-127894	-126534
4687	-132656	-128379	-126715	-141004	-133186	-122927	-118084	-126729	-128080	-126387
4688	-132481	-128586	-126808	-141111	-133154	-122921	-118029	-126714	-128125	-126367
4689	-132395	-128565	-126881	-140979	-133034	-122888	-117797	-126735	-128202	-126346
4690	-132215	-128671	-126976	-140912	-133117	-122940	-117772	-126998	-128444	-126299
4691	-132055	-128524	-126870	-140776	-133266	-122879	-117933	-127054	-128552	-126428
4692	-131923	-128475	-127197	-140814	-133231	-122830	-117844	-127022	-128463	-126345
4693	-132047	-128367	-127299	-140915	-133203	-122844	-118047	-126998	-128283	-126423
4694	-132187	-128370	-127390	-140770	-133097	-123008	-117951	-126921	-128157	-126339
4695	-132506	-128260	-127401	-140467	-132946	-123161	-117973	-126852	-128259	-126051
4696	-132484	-128057	-127525	-140390	-132989	-123226	-118140	-126879	-128287	-126148
4697	-132583	-128090	-127479	-140373	-133047	-123232	-118170	-126843	-128179	-126081
4698	-132618	-128032	-127652	-140290	-133065	-123117	-118189	-126712	-128100	-125994
4699	-132685	-128228	-127633	-140101	-133223	-123147	-118081	-126620	-128029	-125947
4700	-132691	-128206	-127602	-140076	-133203	-123056	-117883	-126620	-127881	-125973
4701	-132584	-128177	-127597	-139987	-133178	-123103	-117902	-126773	-127821	-126004
4702	-132640	-128192	-127628	-140033	-133281	-123303	-117802	-126869	-127812	-125802
4703	-132736	-128319	-127689	-139939	-133548	-123470	-117809	-127099	-127850	-125653
4704	-132891	-128307	-127766	-139643	-133493	-123304	-117747	-127031	-127915	-125562
4705	-132658	-128361	-127731	-139534	-133685	-123339	-117829	-127076	-128088	-125604
4706	-132463	-128428	-127853	-139392	-133849	-123401	-117823	-127222	-127937	-125656
4707	-132337	-128535	-127837	-139250	-134044	-123327	-117865	-127334	-127990	-125634
4708	-132292	-128591	-127880	-139081	-134148	-123205	-117930	-127459	-127635	-125506
4709	-132148	-128338	-128040	-139072	-134169	-123083	-117913	-127576	-127252	-125436
4710	-131893	-128143	-128139	-139183	-134212	-123050	-117784	-127674	-127139	-125435
4711	-131872	-128002	-128355	-139089	-134176	-123063	-117815	-127835	-126985	-125472
4712	-131897	-127951	-128244	-138896	-134204	-123193	-117821	-127962	-127078	-125652
4713	-131955	-127969	-128366	-138872	-134443	-123416	-117789	-127913	-127126	-125729
4714	-132053	-128153	-128442	-138768	-134578	-123680	-117855	-127638	-127306	-125747
4715	-132041	-128217	-128422	-138898	-134637	-123820	-117914	-127615	-127319	-125847
4716	-132036	-128291	-128437	-139072	-134744	-123698	-117863	-127712	-127323	-125824
4717	-131875	-128354	-128591	-139025	-134807	-123676	-117847	-127904	-127139	-125723
4718	-131711	-128311	-128635	-138921	-135121	-123681	-117967	-127988	-126844	-125651
4719	-131675	-128353	-128439	-139082	-135355	-123730	-118066	-128049	-126607	-125843
4720	-131619	-128338	-128417	-139119	-135563	-123857	-118096	-128013	-126432	-125820
4721	-131681	-128466	-128337	-139159	-135710	-123959	-118041	-128298	-126154	-125686
4722	-131563	-128270	-128298	-139252	-135759	-124133	-117958	-128346	-126037	-125696
4723	-131417	-128434	-128259	-139310	-135737	-124248	-117891	-128403	-125913	-125722
4724	-131425	-128399	-128300	-139392	-135789	-124463	-117861	-128472	-125894	-125452
4725	-131306	-128513	-128268	-139344	-135555	-124631	-117886	-128568	-125693	-125211
4726	-131104	-128475	-128213	-139329	-135447	-124632	-117978	-128585	-125758	-125143
4727	-131093	-128383	-128220	-139388	-135546	-124459	-118105	-128543	-125946	-125326
4728	-131025	-128343	-128289	-139427	-135753	-124480	-117971	-128506	-126056	-125124
4729	-130960	-128613	-128263	-139423	-135856	-124532	-118027	-128518	-126271	-125292
4730	-131119	-128645	-128101	-139431	-135873	-124553	-118071	-128653	-126525	-125470
4731	-131157	-128426	-128108	-139453	-135771	-124577	-118047	-128834	-126676	-125597
4732	-131295	-128304	-128170	-139677	-135769	-124560	-118186	-128877	-126524	-125420
4733	-131477	-128259	-128112	-139585	-135752	-124917	-118092	-128819	-126430	-125548
4734	-131472	-128140	-128123	-139562	-135686	-125101	-118165	-128902	-126468	-125508
4735	-131429	-128102	-128090	-139415	-135660	-125142	-118088	-128674	-126439	-125579
4736	-131433	-128118	-128099	-139299	-135607	-124974	-118155	-128552	-126373	-125707
4737	-131430	-128318	-128144	-139339	-135683	-124951	-118289	-128686	-126335	-125757
4738	-131513	-128446	-127905	-139314	-135871	-124876	-118273	-128780	-126353	-125669
4739	-131401	-128535	-127693	-139252	-136112	-124827	-118409	-128713	-126311	-125641
4740	-131434	-128654	-127537	-139239	-136282	-124740	-118639	-128793	-126295	-125593
4741	-131754	-128544	-127516	-139168	-136303	-124822	-118780	-128692	-126237	-125526
4742	-131931	-128588	-127498	-139040	-136331	-124839	-118627	-128675	-126013	-125370
4743	-131960	-128521	-127462	-139047	-136516	-124840	-118626	-128698	-125797	-125333
4744	-132035	-128425	-127394	-139130	-136576	-124799	-118676	-128658	-125645	-125247
4745	-131910	-128479	-127425	-139126	-136672	-124672	-118613	-128711	-125645	-125176
4746	-131798	-128335	-127326	-139309	-136707	-124669	-118604	-128659	-125535	-125092
4747	-131891	-128447	-127171	-139258	-136885	-124573	-118664	-128704	-125556	-124999
4748	-132002	-128357	-127224	-139064	-136989	-124685	-118783	-128837	-125554	-125006
4749	-132062	-128268	-127107	-139141	-137011	-124570	-118681	-128951	-125674	-124880
4750	-132146	-128245	-127059	-139035	-137045	-124620	-118730	-129066	-125623	-125025
4751	-132276	-128348	-126991	-139108	-136815	-124611	-118647	-129082	-125629	-125064
4752	-132572	-128517	-126902	-139012	-136630	-124641	-118626	-129225	-125569	-124986
4753	-132517	-128702	-126903	-139053	-136554	-124570	-118598	-129193	-125615	-125095
4754	-132636	-128671	-126806	-139207	-136391	-124599	-118634	-129074	-125688	-125144
4755	-132652	-128575	-126762	-139516	-136349	-124666	-118650	-128920	-125747	-125285
4756	-132781	-128709	-126715	-139623	-136232	-124904	-118516	-128692	-125592	-125452
4757	-132748	-128810	-126662	-139749	-136207	-124898	-118610	-128712	-125571	-125549
4758	-132858	-128833	-126721	-139854	-136304	-124763	-118729	-128581	-125493	-125591
4759	-132869	-128934	-126791	-139812	-136315	-124742	-118924	-128631	-125572	-125601
4760	-132839	-128957	-126822	-139711	-136243	-124606	-119187	-128534	-125530	-125567
4761	-132891	-128961	-126834	-139583	-136117	-124347	-119186	-128318	-125722	-125749
4762	-132982	-129005	-126893	-139632	-136012	-124322	-119206	-128166	-125754	-125729
4763	-132920	-128891	-126685	-139587	-136147	-124338	-119165	-128198	-125798	-125850
4764	-132960	-128781	-126498	-139556	-135999	-124228	-119134	-128193	-125886	-125979
4765	-133175	-128777	-126216	-139466	-135780	-124176	-118984	-128256	-125880	-125874
4766	-133255	-128585	-126172	-139180	-135778	-124036	-119065	-128269	-125847	-125845
4767	-133439	-128446	-126076	-139099	-135652	-123980	-119223	-128181	-125669	-125994
4768	-133755	-128135	-126016	-138977	-135654	-124065	-119310	-127984	-125376	-126074
4769	-133723	-128053	-126196	-138873	-135506	-124089	-119339	-127889	-125298	-126068
4770	-133832	-127800	-126296	-138955	-135640	-124275	-119556	-127656	-125209	-126035
4771	-133958	-127828	-126500	-138871	-135672	-124280	-119531	-127682	-125148	-125977
4772	-134080	-127745	-126684	-138946	-135708	-124126	-119382	-127731	-125181	-125934
4773	-134024	-127670	-126677	-139038	-135874	-123954	-119365	-127536	-125230	-125850
4774	-134219	-127608	-126688	-139227	-135980	-123780	-119316	-127628	-125404	-125966
4775	-134163	-127500	-126830	-139420	-136009	-123584	-119299	-127681	-125521	-126073
4776	-134410	-127169	-126882	-139424	-136034	-123427	-119189	-127576	-125735	-126142
4777	-134401	-127019	-126952	-139300	-135892	-123418	-119324	-127500	-125808	-126160
4778	-134417	-126810	-126867	-139185	-135849	-123546	-119409	-127445	-125919	-126184
4779	-134647	-126574	-126914	-139158	-135816	-123585	-119438	-127261	-125905	-126294
4780	-134766	-126605	-126965	-139234	-135772	-123416	-119492	-127091	-126018	-125966
4781	-134655	-126462	-126904	-139180	-135573	-123307	-119500	-127057	-126110	-125961
4782	-134719	-126407	-126861	-139229	-135305	-123093	-119521	-127016	-126152	-126145
4783	-134953	-126405	-127007	-139395	-135304	-122950	-119700	-126787	-126090	-126244
4784	-134963	-126172	-126830	-139493	-135330	-122929	-119755	-126555	-126005	-126392
4785	-134949	-126207	-126820	-139521	-135214	-122956	-120020	-126363	-126040	-126581
4786	-134875	-126049	-126972	-139325	-135363	-123044	-120130	-126274	-126221	-127011
4787	-134950	-125872	-127156	-139421	-135425	-122974	-120159	-126400	-126348	-127081
4788	-135159	-125739	-127203	-139513	-135478	-122983	-120201	-126631	-126358	-127143
4789	-135331	-125537	-127049	-139476	-135476	-122778	-120285	-126710	-126476	-127368
4790	-135282	-125253	-127157	-139391	-135413	-122510	-120457	-126779	-126517	-127351
4791	-135359	-125240	-127181	-139364	-135376	-122612	-120433	-126903	-126499	-127440
4792	-135389	-124987	-127257	-139232	-135178	-122603	-120547	-126831	-126368	-127466
4793	-135479	-124920	-127143	-139374	-135189	-122604	-120489	-126802	-126451	-127412
4794	-135607	-124948	-127094	-139526	-135092	-122510	-120288	-126767	-126545	-127239
4795	-135702	-124879	-127082	-139545	-134972	-122664	-120131	-126824	-126498	-127403
4796	-135771	-124818	-127151	-139515	-135069	-122660	-120039	-126726	-126453	-127619
4797	-135782	-124766	-127196	-139590	-135053	-122554	-119969	-126912	-126468	-127693
4798	-135822	-124692	-127257	-139816	-135143	-122539	-120016	-126913	-126455	-127830
4799	-136026	-124674	-127350	-139733	-135328	-122645	-120020	-126938	-126584	-127954
4800	-135931	-124798	-127297	-139457	-135626	-122672	-119882	-126840	-126544	-127836
4801	-136082	-124826	-127237	-139355	-135577	-122489	-119965	-126906	-126729	-127781
4802	-136188	-124771	-127173	-139261	-135541	-122389	-120047	-126987	-126772	-127805
4803	-136238	-124771	-127162	-139236	-135320	-122211	-120043	-127068	-126681	-127978
4804	-136307	-124728	-127069	-139251	-135162	-122169	-120003	-126955	-126581	-127967
4805	-136331	-124730	-126940	-139410	-135115	-122043	-120090	-126899	-126505	-127918
4806	-136519	-124718	-126781	-139699	-135070	-121957	-119907	-126917	-126499	-128057
4807	-136738	-124538	-126715	-139644	-135049	-121960	-120052	-126908	-126574	-128049
4808	-136800	-124269	-126711	-139907	-134995	-121971	-119983	-126894	-126606	-128143
4809	-136850	-124161	-126515	-139950	-135049	-122012	-119807	-126823	-126645	-128312
4810	-137132	-124153	-126598	-139853	-135120	-122023	-119652	-126762	-126452	-128334
4811	-137089	-124164	-126561	-139711	-135221	-122015	-119862	-126895	-126403	-128531
4812	-137052	-124272	-126705	-139569	-135062	-121924	-119818	-127021	-126507	-128669
4813	-137028	-124656	-126684	-139614	-135123	-121918	-119987	-127172	-126581	-128919
4814	-136829	-124809	-126737	-139789	-135067	-121988	-119994	-127191	-126533	-129097
4815	-136715	-124880	-126481	-139919	-135202	-122051	-120027	-127211	-126478	-129058
4816	-136851	-124850	-126434	-140076	-135172	-122112	-120075	-127315	-126663	-128968
4817	-136722	-124834	-126235	-140128	-135289	-121965	-120194	-127559	-126742	-129169
4818	-136744	-124735	-126104	-140268	-135194	-121853	-120365	-127622	-126839	-129183
4819	-136798	-124803	-126269	-140482	-135072	-121819	-120448	-127622	-126891	-129198
4820	-136866	-124707	-126217	-140726	-135080	-121774	-120556	-127599	-126900	-129162
4821	-136728	-124590	-126396	-140760	-135088	-121729	-120463	-127587	-126926	-129212
4822	-136765	-124459	-126472	-140895	-134875	-121636	-120384	-127542	-126949	-129199
4823	-136557	-124633	-126528	-140914	-134701	-121702	-120327	-127452	-126851	-129323
4824	-136510	-124572	-126638	-140858	-134584	-121563	-120352	-127393	-126732	-129338
4825	-136557	-124548	-126403	-140839	-134348	-121511	-120375	-127410	-126930	-129329
4826	-136732	-124661	-126318	-140858	-134231	-121600	-120350	-127433	-127271	-129391
4827	-136804	-124883	-126180	-140893	-134346	-121832	-120369	-127479	-127345	-129464
4828	-136874	-125134	-125970	-141135	-134503	-121948	-120347	-127467	-127563	-129679
4829	-136858	-125315	-125887	-141129	-134405	-121914	-120300	-127527	-127633	-129699
4830	-136914	-125453	-125727	-141092	-134434	-121929	-120335	-127541	-127607	-129662
4831	-136864	-125603	-125754	-141259	-134381	-122002	-120385	-127576	-127515	-129754
4832	-136975	-125588	-125642	-141451	-134374	-121961	-120363	-127607	-127393	-129668
4833	-136918	-125416	-125832	-141567	-134375	-121812	-120314	-127673	-127347	-129668
4834	-136854	-125369	-125958	-141703	-134431	-121763	-120216	-127621	-127228	-129715
4835	-136889	-125535	-126119	-141788	-134294	-121838	-120111	-127685	-127090	-129692
4836	-136919	-125608	-125861	-141947	-134166	-121900	-120071	-127823	-127161	-129653
4837	-136975	-125691	-125600	-142262	-134033	-121949	-119984	-127748	-127401	-129602
4838	-136918	-125809	-125594	-142480	-134041	-121930	-119986	-127802	-127618	-129269
4839	-136891	-125775	-125510	-142529	-133845	-121790	-119829	-127928	-127596	-129330
4840	-136913	-125818	-125597	-142555	-133644	-121884	-119654	-127828	-127796	-129196
4841	-136871	-125834	-125662	-142533	-133616	-121835	-119529	-127772	-127942	-129244
4842	-136740	-125669	-125919	-142613	-133733	-121875	-119431	-127633	-127959	-129267
4843	-136689	-125689	-126089	-142554	-133763	-121829	-119592	-127584	-128043	-129096
4844	-136791	-125868	-126084	-142692	-133948	-121724	-119537	-127469	-128211	-129186
4845	-136574	-126025	-126110	-142855	-134126	-121749	-119471	-127502	-128309	-129260
4846	-136366	-126254	-126072	-142886	-134386	-121812	-119594	-127612	-128098	-129248
4847	-136220	-126419	-126161	-142983	-134417	-121863	-119670	-127680	-128003	-129449
4848	-136138	-126462	-126200	-142785	-134492	-122019	-119530	-127721	-127788	-129589
4849	-135897	-126455	-126167	-142893	-134348	-121987	-119483	-127779	-127417	-129409
4850	-135671	-126620	-126003	-142923	-134462	-122086	-119705	-127709	-127260	-129243
4851	-135466	-126748	-126010	-142892	-134238	-122118	-119719	-127464	-127397	-129056
4852	-135303	-126954	-126185	-142885	-134089	-122039	-119866	-127431	-127500	-128900
4853	-135379	-127188	-126215	-142702	-134101	-122169	-119867	-127473	-127500	-128688
4854	-135433	-127227	-126268	-142703	-133932	-122220	-119966	-127706	-127532	-128561
4855	-135372	-127280	-126385	-142641	-133991	-122456	-119787	-127730	-127603	-128224
4856	-135401	-127363	-126503	-142550	-134117	-122598	-119721	-127798	-127794	-128308
